0_000_00_Ref Nr,APIS,BUDA RefNR to add to http://purl.bdrc.io/resource/,KDSB Set,KDSB vol,KDSB txt Nr,PP in KDSB,No of folios,Category=Subject (vocabulary) -> for APIS,Category (for team's orientation),Signature: letter indicating category,Signature: number indicating bundle,Drepung catalogue no,provenance and/or catalogue number (if not Drepung),Author's name (generic/as attested in manuscript),Author BDRC/BUDA ID,Author's dates,Title dkar chag KDSB/editorial/attested,Sanskrit title,Commentary on (sDe dge ref),Script,"mss proofread by scribe or later reader, indication on the mss A(bsent), P(resent), TBD (by defautl, to be determined; if blank=TBD)",Transkribus,Etext main txt,Marginal notes,Etext loc/origin,TEI doc w. tagged excerpts,Priority,Status of importance,Remark,Topics of interest (in addition to txt subject),Amount of references to views of Tibetan scholars/Number of names,SB - Author KDSB dkar chag check,SB Author (systematic network research done),Contents marked up (mss or etxt),TEI markup,Colophon marked up in etxt and harvest,Amount of data in colophon,place of composition,place of scribing/copy,Place names in colophons,Date in colophons,Scribe,Owner,dpe cha,Etext input by,"Additional e-text metadata/
comments",Drawings
3_088_07,,MW1PD153536_7D4AC1,3,88,7,504-523,10,Epistemology,Epistemology,zha,45,16468,,zha lu Rin chen bsod nams ‘phel (14th c.),P2581,composed 1368 (or 1428),bsdus chos nor bu’i phreng ba,,,bru (dpe tshugs according to cat),,,Optional,no,? (file lost),,Peri,Discard - late,"Interesting, but too late to be relevant for project. Work on mtshan nyid/mtshon bya/mtshan gzhi in thal 'phreng style; no citations, no references. Interesting introduction on the circumstances of composition, referring to ""rtsod pa'i grwa sa"". Extensive use of thal-phyir (P5). Composed on the request of dge ba'i bshes gnyen ** ldan chos 'byor in 'de re lung gi ? Brag phug, in the year sa pho spre'u = 1368, 1428....",,0,,,,,,"requestor, place, time",,,de? re lung gi brag phug,"sa pho spre'u = 1368, 1428...",,,Archive images available,,,
3_088_08,,MW1PD153536_1650C4,3,88,8,524-541,9,Five aggregates,AK?,la,577,19864?,,Anonymous,,,phung po lnga'i rab dbye,,,,,,Not needed,no,,,Discard,Discard - not schol,"Topical outline of unknown work, apparently an abhidharma work - covers notions from phun gpo/khams/skye mched to tshul khrims. No lemmata. Beginning of 2nd text on last folio (after colophon of first, new incipit and title: slob dpon dbyig nyen gyis mdzad pa'i phung po lnga pa'i rab du dbye' ba don zab bstan), referring to Vasubandhu's Pancaskandha (but previous outline appears to cover another text), but continues with a discussion on vows that ends abrubtly. No indication of title or authorship.",,0,,,mss markup completed (PH),,,(none),,,,,,,Archive images available (Buda pdf quality much lower),,,
3_088_09,,MW1PD153536_299601,3,88,9,542-555,7,Epistemology,Epistemology,zha,23,16380,,Anonymous,,,tshad ma rang rig gi sgrub tshul,,D4210,"dpe, 75/l, abb",,,Needed,,TibSchol incomplete etxt beg/end,,Core,minor,Commentary on PV 3.485-510 (verses on rang rig). The ’Bras spungs dkar chag reports 9 folios. I take nang rig in the title reported in the ’Bras spungs dkar chag to be a typo for rang rig.,,,,,,,,(none),,,,,,,Archive images available,PH,,
3_089_01,,MW1PD153536_98B9B7,3,89,1,9-262,127,Doxography,Doxography,,,,,dBus pa blo gsal,P3090,b. 13th c.,Grub mtha' rnam par bshad pa'i mdzod,sid+d+ha a-n+ta byA kyA ko Sha,,dbu can blockprint,,,Convert,,Crit ed,,Peri,secondary,"KDSB mistakenly ascribes to spyangs lung shoc sdings pa gzhon nu blo gros (1372-1475) (source?). Side of folio and colophon confirm dbus pa blo gsal rtsod pa'i seng ge. dbus pa blo gsal rtsod pa'i seng ges dpal snar thang gi chos grwa chen po bde bar gshegs pa'i bka' dang/ mkhas pa'i bstan bcos ma lus pa bzhugs pa'i gtsug lag khang du nye bar sbyar ba 'di legs par rdzogs so//. Color copy in W3CN2648. gSung rten note: Same version as reproduced in Mimaki 1982. Note, a manuscript is listed in ’Bras spungs dkar chag, n. 019746.",colophon mentions 'chad/rtsod/rtsom,,,,,,,author/title/place,,,dpal snar thang gi chos grwa chen po bde bar gshegs pa'i bka' dang/ mkhas pa'i bstan bcos ma lus pa bzhugs pa'i gtsug lag khang,,,,,,,
3_089_02,,MW1PD153536_C7F463,3,89,2,263-398,68,Perfection of wisdom,Maitreya 1,,,,,bu ston seng ge 'od,P0RK1562?,,Legs spyad nyi ma'i 'od zer mtshon cha'i rgyal po,,D3786,,,,Needed,no,TibSchol incomplete,,Core,Important,"LY to-do list. Manuscript is currently in Zha lu. No Drepung signature visible. Interesting initial discusion on texts's name, which reveals it is a commentary on mngon par rtogs pa'i rgyan ces bya ba shes rab kyi pha rol tu phyin pa'i man ngag gi bstan bcos kyi 'grel pa. Discussion about authorship by KDSB editors - check. Buda ascribe to bu ston seng ge 'od according to colophon. Ly completed: According to the introduction of work  in the volume 89,   this work was attributed to bu ston seng ge ‘od  and  stated that  he was born in early 13th century and  the eight of abbot of zha lu  monastery. However, the page 63a  mentions  bu ston rin chen grub (1290-1364) and this suggests that the text could not be written in  the early 13th century.  This work mentions several well-known Tibetan scholar such as rngog lo tswa ba, phya ba and  ‘bre as well as gnyal and gtsang nag pa brtson 'grus seng ge . It also cites several unidentified  Tibetan scholar´s names such as  slob dpon gtsang drug་and ar du ma  Although  this work is a commentary of AA,  it also cites   Pramāṇavārttika and Pramāṇaviniścaya , suggesting this work could be considered a  a hybrid work of tshad ma and AA. This  work is a commentary on AA and it  references  many Indian scholars, not only sutra texts like yul 'khor skyong gis zhus pa but also commentaries such as brgyad stong 'grel chen, dbu ma rgyan, and Pramāṇaviniścaya , as well as pramanavarttika   The text also refers to Tibetan scholars such asrngog /_phya pa/_gtsang nag/_gnya'/_'bre/_slob dpon gtsang drug/_slob dpon drug lo/.","discussion on mtshan,་ tshad ma and AA",more  than 20 times ,done,done,Colophon (etext),,done,author/title,,,,,,,same mss images in MW3CN3014_B499C8,SB,,
3_089_03,,MW1PD153536_1EE688,3,89,3,399-442,22,Perfection of wisdom,Prajñāpāramitā ,la,577,19860,,Nyi ma brtson 'grus=dga' gdong slob dpon,P1218,13th c.?,legs dpyad blo'i mun sel. Colophon: mdo dang bstan bcos kyi brjod bya dka' ba'i gnad 'ga' bstan pa'i legs spyad blo'i mun sel,,,,,,Needed,yes,,,Core,Important,"LY - to do list. Author was teacher of ral gri. Item now housed in Zha lu's library according to KDSB editors. Incipit uses verb ""bri"". Authorship according to colophon. Check remark by KDSB editors.",,,,,,,,"title, author",,,,,,,,,,
3_089_04,,MW1PD153536_A2C51C,3,89,4,443-468,13,grammar/orthography,grammar/orthography,,,,,dBus pa blo gsal (sangs rgyas 'bum),P3090,b. 13th c.,rtags kyi 'jug pa'i 'grel pa,ling gA ba tA ra bri ti,D4349,,,,Needed later,no,,,Peri,Discard,No Drepung signature (is this the one from Potala mentioned by KDSB editors?). commentary on Thon mi sambhota's Vyakaranalingavatarana. Work on grammar. 5fol/l. Color image of same mss inW3CN2648.,,,,,,,,author,,,,,,,,,,
3_089_05,,MW1PD153536_FA635A,3,89,5,469-490,11,grammar/orthography,grammar/orthography,nang tha,37,,,dBus pa blo gsal (sangs rgyas 'bum),P3090,b. 13th c.,sum cu pa'i 'grel pa,triM sha ka bri-t+ti,D4348,,,,Needed later,no,,,Peri,Discard,check if indeed commentary on Thon mi Sambhota's vyākaraṇamūlatriṃśaka. Title in Lantsa on cover page. Weird blank on f. 3a and other folios (for comments?). Color image of same mss in W3CN2648,,,,,,,,author,,,,,,,,,,
3_089_06,,MW1PD153536_00401B,3,89,6,491-509,10,grammar/orthography,grammar/orthography,za,35,16626,,dBus pa blo gsal (sangs rgyas 'bum),P3090,b. 13th c.,brda'i bstan bcos rtags 'jug gi 'grel pa,liM kA pa ta ra bri-t+ti,D4349,,,,Needed later,no,,,Peri,Discard,". Also a commentary on D4349. Addition after colophon indicates from which exemplar it was copied ""lotsha ba * karti'i dpe las ph* ba'o //""",,,,,,,Check out note after colophon that gives name of owner of mss this one was copied from,author,,,,,,,,,,
3_089_07,,MW1PD153536_6E0663,3,89,7,511-522,6,eulogy,eulogy,,,,,dBus pa blo gsal (sangs rgyas 'bum),P3090,b. 13th c.,bde bar gshegs pa stong gi mtshan bstod. Incipit: bskal pa bzang po'i sang rgyas stong gi mtshan gyi 'phren pa dpel ba'i bstod pa,kal+pa b+ha tra bud d+ha sa hA pri na ma ma li pri ka sto traM_o,,,,,Needed later,no,,,Discard - not schol,Discard - not schol,title in lantsa on cover page; versified. colophon followed by: yang bskal bzangs gi mdo kha cig las...,,,,,,,,author/title,,,,,,,,,,
3_090_01,,MW1PD153536_873342,3,90,1,17-512,245,,chos ‘byung?,ma,303,,,Anonymous,,,rab tu rgyas pa dam pa'i chos kyi tshoms chen po thar pa'i lam po che. Cover: thar ba'i lam po che,,,,,,Needed later,no,,,Peri,secondary/Discard,"4 lines per folio, then from f.4, 5 lines. Presumably no relevant contents. Exact subject to be determined.",,,,,,,,(none),,,,,,,,,,
3_090_02,,MW1PD153536_4B67F8,3,90,2,514-561,281,Perfection of wisdom,Prajñāpāramitā ,ma,607,10532,,Anonymous,,,snying po'i don gsal ba de kho na nyid. Incipit: bde gshegs snying po,,,,,,Needed later,no,,,Peri,secondary/Discard,"Kamalashila cited p. 553. Seems to be a general explanation on the 3 turnings of the wheel, with many citations, but apparently no intra-scholarly discussion. Mentions of Tathagatagarbha, of Prajnaparamita. Presumably no relevant contents",,,,,,,,(none),,,,,,,,,,
4_091_01,,MW4PD3076_2C2493,4,91,1,21-201,91,Stages of the path,lam rim,,,,,Atisha,P3379,972/982-1054/1055,Byang chub lam gyi rim pa. dpal mar me mdzad ye shes kyis mdzad pa'i byang chub lam gyi rim pa,,,,Present,,Needed later,yes,,,Peri,Discard,,,,,,,,,(none),,,,,,,,,,
4_091_02,,MW4PD3076_D31368,4,91,2,215-291,39,,Overview of Tantras,,,,,Lo chen rin chen bzang po,P753,958-1055,rGyud sdeʼi spyiʼi rnam par bzhag pa ʼthad ldan lung gi rgyan gyis spras pa,,,dbu can typeset,,,,,,,,Discard - not schol,topically outside scope. Includes notes in smaller font.,,,,,,,,(none?) Annotation: lineage,,,,,,,,,,
4_091_03,,MW4PD3076_7FA9D8,4,91,3,293-306,7,Vows,Vow,ma,938,12613,,Lo chen rin chen bzang po,P753,958-1055,sDom pa dang dam tshig mdo bsdus,,,,Absent,,,,,,,Discard - not schol,topically outside scope. Phrases in color in original are illegible on image. mdor bsdus ba of teaching of rin chen bzang po. « lca ston jo dga’ la rngos <mars ton> kyis mnyan zhus nan tan bgyis so () or additions or corrections? from direct teaching of? A sti jo dga' la rnos kyis mnyan zhus nan tan bgyis so.. Marginal annotation (faded),,,,,,,,title,,,,,,,,,,
4_091_04,,MW4PD3076_1DBC1E,4,91,4,311-334,12,Perfection of wisdom,Prajñāpāramitā ,,,,,po to ba rin chen gsal,P3442,1027-1105,sher phyin gyi don bsdus,,D21,dbu can,,,Convert,yes (in dbu can),,,Core,Minor,"Incipit uses verb ""bri bya"" and colophon ""bris pa"". Commentary on the Prajnaparamitahrdaya (D21) after a general overview of Prajnaparamita literature (confirmed by analysis of text name). Author identified as ""rin chen gsal"" in colophon, writes according to the teaching of the bla ma dam pa. Mentions Khyung po grags se and 'Brom. Claims that inidital ""phyag tshal"" was added by translators. Explanation of words of the final Skt sentnece into Tibetan, as well as several other Skt expressions. Cites many Indian works (title sometimes provided in notes). Minor interest. Important entities tagged (but not all Indian citations).",bden gnyis; positions of grub mtha'; shes pa,2,,,mss most important things marked up (PH),,,"title, author",,,,,,,,,,
4_091_05,,MW4PD3076_30D3D3,4,91,5,338-360,113,Stages of the path,lam rim,la,387,18928,,Shes rab grags pa,P5907,birth 14th c.,lam gyi rim pa,,,,Present,,Needed later,yes (in dbu can),,,Peri,Discard - late,"Note in dbu can at the end: mkhan po snar thang pa'i phyag dpe' la zhus cig dag go // -> mkhan po snar thang pa owner of the copy being corrected, or of the manuscript on the basis of which (la -> las) this one was proofread? Written by ""bdag"" after having heard """". A gloss 2 folios before the end says: gtsug lag khang na so sor thar pa’i sdom ldan gyis saM g+ha bzhugs na - but might not refer to a specific place. ",,,,,,,,Annotation: owner of copy,,,,,,,,,,
4_092_01,,MW4PD3076_6EF0EB,4,92,1,13-550,274,,be'u bum,,,,,dol pa shes rab rgya mtsho,P1840,1059-1131,bKaʼ gdams kyi man ngag be bum sngon poʼi ʼgrel pa,,WA8LS76627,blockprint,,,Not needed,,,,Peri,Discard,Many printed editions of this work exist,,,,,,,,"title, author, story of teaching/lineage",,,,,,,,,,niches: side illuminations (xylograph)
4_093_01,,MW4PD3076_B34AC0,4,93,1,3-202,100,Stages of the path,lam rim,la,398,,,Anonymous ,,,lam gyi rim pa,,,,,,Needed later,,,,Peri,Secondary,"first folio missing. Reference to ""sngon gyi slob dpon""; discussion on purpose of treatise at the  beginning. Abrupt chang of hand on p. 202, then missing folios for the end of the text. ",,,,,,,,(missing),,,,,,,,,,
4_093_02,,MW4PD3076_D3B6F6,4,93,2,207-492,144,,be'u bum,,,,,lha 'bri sgang (dge bshes ngol ba?),P4862,birth 12th c.,dGe baʼi bshes gnyen gad paʼi mdzad paʼi beʼu bum gyi ʼgrel pa,,,dbu can,,,Not needed,yes,,,Peri,Discard,"No Drepung signature. Authorship to Ya gad pa (P4872, b. 1171) according to KDSB probably a mistake for P4862, cf cover page: lha 'bri sgang. Written by dge bshes ngol ba",,,,,,,,author orscribe,,,,,,,,,,
4_093_03,,MW4PD3076_4191BA,4,93,3,495-512,9,,? (ang yig),ma,125,7026,,kha rag sgom chung dbang phyug blo gros,P3468,birth 11th c.,Kha rag sgom chung ang yig,,,,Absent,,,,,,,Discard - not schol,"Not scholastic and with no reference to names or places, aside from perhaps from that to the author. This is a work in the vein of a mind training text, composed in stanzas. It is well known in the later tradition and frequently cited by later authors. The KDSB editors refer to the text as the ""Ang yig"". This is evidently derived from the syllable ang , which appears at the end of each verse, indicating the way that each verse represents something in between a piece of advice and self-exhortation. Although the text may well, as the KDSB authors propose, have been composed by Kha rag sgom chung, the reference to bla ma kha rag  means that the possibility that it was written by a disciple of his cannot be totally ruled out (JS). ",none,0,,,"ms, but there is nothing relevant",,,(none),,,,,,,,,,
4_094_01,,MW4PD3076_DA9455,4,94,1,5-24,10,,Instruction,ma,554,,,dGe bshes Zhang sha ra ba yon tan grags,P1405,1070-1141,sha ra bas dge bshes ston pa'i yig srol ji bzhin gsung pa,,,,,,,no,,,Peri,secondary/Discard,"; ref. to Dignaga, Nagarjuna. Drepung signature blurred. Sha ra ba (shar ba ba) reporting teaching of dge bshe ston pa. Presumably outside scope",,1,,,,,,author,,,,,,,N,,,niches: side illuminations (manuscript). Miniatures of Shakyamuni and Sha ra ba on f. 1b
4_094_02,,MW4PD3076_26F036,4,94,2,25-92,34,,blo sbyong/Jataka?,,,,,dGe bshes Zhang sha ra ba yon tan grags,P1405,1070-1141,sTag mo lus sbyin las brtsams paʼi blo sbyong khrid yig,,?,,,,,a few,,,Peri,secondary/Discard,No Drepung signature. Commentary on the stag mo la lus gnang ba'i skyes rabs. Divided into more than 24 sections. Reporting teaching of dGe bshes sha ra ba. Presumably outside scope.,,several,,,,,,Author,,,,,,,Y,,,
4_094_03,,MW4PD3076_DC31B5,4,94,3,99-496,199,,rnam thar/dpe chos?,,,,,lCe sgom rdzong ba shes rab rdo rje / mkha' skyong nam mkha' brag,P4892,"B. 1130 
11th Century/12th Century)",dGe bshes po to ba'i rnam thar. Colophon: po to skor ba'i khyad chos don gsal bar byad pa'i sgron ma // dpe chos rin chen spungs pa'i bum 'brel,,,,,,Convert,no (except in colophon),"Typeset
TibSchol incomplete",,Peri,secondary/Discard,"One should clarify whehter this is indeed a biography of Potowa (there are many printed edition of his rnam thar to compare with) or a commentary on this dpe chos, but does not appear to have relevant contents for project. Colophon names author ""btsun pa shes rab rdo rje""other hypothesis for author: P4918? (/ P1KG13161?). (for the second, circa 11th/12th c.). Some  notes in smaller script integrated within the text (presumably precedingly notes, eg.g ""chu mig"" to identify spaeker on p. 481). pp 289-328, special layout of folio with 2 columns (contents? Another text in verses by Sa skya pandita, continuing with one by Blo gros rgyal mtshan dpal bzang po= Phags pa !!). Exemplar belonged to kyi ston dpal ldan rdo rje. No Drepung signature on cover. A rnam thar of Potowa by Nam mkha' grags is available here: “Pu to baʼi rnam thar.” sNar thang gser phreng, pp. 417–42. Buddhist Digital Resource Center (BDRC), purl.bdrc.io/resource/MW2CZ7888_16BF8F. ",,,,,,,,"title, author",,,,,,kyi ston dpal ldan rdo rje,N,PH,,
4_095_01,,MW4PD3076_FCD697,4,95,1,7-494,242,,dpe chos,la,346,18722,,lCe sgom rdzong pa shes rab rdo rje,P4892,"B. 1130 
11th Century/12th Century)",dPe chos rin chen spungs paʼi gzhung ʼgrel chen mo,,WA0NGMCP45233,,,,,no,,,Discard,Discard - outside project scope,"commentary on Poto ba's work WA0NGMCP45233. Colophon: dpe chos rin po che spungs pa'i 'buM 'brel (sic), btsun pa shes rab rdo rjes bkod pa rdzogs s+ho",,,,,,,,"author, title",,,,,,,,,,
4_095_02,,MW4PD3076_5E6EEF,4,95,2,495-530,18,,Instruction,la,35*,,,lCe sgom rdzong pa shes rab rdo rje,P4892,"B. 1130 
11th Century/12th Century)",bKaʼ gdams thor bu ba,,,,,,,no,,,Peri,Discard - not schol,"Signature blurred on KDSB image (check editorial intro). Not a text dealing with themes of scholasticism. This is an anthology of comments, answers to questions, etc., by early gKa' gdams teachers. It is an interesting work and seems precise in its attributions (i:e. not just names but who the teachers of the individiduals were, and sometimes also places). I think it is likely to have served as a source for later writings on the figures mentioned (such as Atiśa). It also has some changes in scrip (a majoor ore than one on folio 15) suggesting that more than one individual was involved in copying it (probably with some break in between). At least one of the hands is adding a script with idiosyncratic features (JS). Other instance of same text: 4_096_02. Composed by the mkhas skyong rdzong ri'i btsun pa tho""? sgom bshes rab rdo rje",,"A great number of names, but not of figures involved with scholasticism",,,"ms, fully marked (names, places, etc.)",,,author and his monastery,,,mkhas skyong rdzong ri,,,,,,,none
4_096_01,,MW4PD3076_43E9DD,4,96,1,3-46,22,Vows,Vows,la,95,18080,,lCe sgom rdzong pa shes rab rdo rje,P4892,"B. 1130 
11th Century/12th Century)",mDo sdeʼi lung btus chung ba. Colophon: mdo' sde'i lung btus chung ngu,,,,Absent,,,no,,,Discard,Discard - not pertinent,"Instruction on vows in 27 parts based on extensive explanations from many Mahayana sutras, suggesting that there is more to say on other subjects which are not written there ('dir rgyas par ma bris so) --> text written. Question-answer format, but no discussion of other views.",,,,,,,,title,,,,,,,,,,
4_096_02,,MW4PD3076_D8E9A4,4,96,2,47-100,27,,Instruction ,,,,,lCe sgom rdzong pa shes rab rdo rje,P4892,"B. 1130 
11th Century/12th Century)",bKaʼ gdams kyi skyes bu dam pa rnams kyi gsung bgros thor bu,,,dbu can (blockprint),,,,no,,,Peri,Other instance,"No Drepung number - see KDSB intro for provenance. This is a later, edited, printed (dbu can) version of 4_095_2. As such, it does not deal with themes of scholasticism. On 23b the edited version of the earlier text ends. The identified compiler makes it clear that he has condensed the original work. In what follows, he adds other material from lCe sgom pa (author of the original text) and from Kha rag sgom chen (author of 4_93_03). At the end of the text the compiler informs us that the block-print for the current volume is in the Zhol bka' 'gyur dpar khang. There are no other indicators anywhere in the text about when the compliation was made. But if the dpar khang mentioned is the same as the 'new' Zhol dpar khang, that would probably make it recent (after early 20th century). Still, since the text, like the original, has lots of names, derived from ealier sources, I have marked the ms (JS) ",,"A great number of names, but not of figures involved with scholasticism",,,ms markup completed,,,limited,,,,,,,dpe cha ,,,niches: side illuminations (xylograph)
4_096_03,,MW4PD3076_6CC6DE,4,96,3,103-536,216,,Instruction,la,95,18077,,lCe sgom rdzong pa shes rab rdo rje,P4892,"B. 1130 
11th Century/12th Century)",mDo sdeʼi lung btus chung ba man ngag rin po che spungs pa,,,,,,,no,,,,Discard - not pertinent,Instruction in 13 parts. additional folio with a prayer. Some corrections (in dbu can and dbu med),,,,,,,,author/title/no of chapters,,,,,,,,,,
4_097_01,,MW4PD3076_7A440E,4,97,1,13-454,221,,"mgur 'bum, etc.",,,,,lCe sgom rdzong pa shes rab rdo rje,P4892,"B. 1130 
11th Century/12th Century)",Kha skyong brag pa cer sgom rin po cheʼi mgur ʼbum dang zin bris kha thor sna tshogs,,,dbu can,,,,,,,,Discard,"No Drepung signature. Actually several texts, from p. -30, 31-. P. 205=ka fol. 108, p. 207=Kha fol. 20. kha till foll. 200, then vol. ga, fol. 1. Versified work. Seems to end abruptly. From cursive reading, does not seem to include relevant discussions.",,,,,,,,(missing),,,,,,,,,,
4_098_01,,MW4PD3076_EE7311,4,98,1,3-168,84,,Instruction,la,95,18078,,lCe sgom rdzong pa shes rab rdo rje,P4892,"B. 1130 
11th Century/12th Century)",mDo sdeʼi don bsdus man ngag rin po cheʼi gter mdzod,,,,,,,some,,,,Discard,"occasional  notes in dbu can (e.g. pdf p. 67). Incipit uses vverb ""bris"". At first sight nothing of interest for project.",,,,,,,,"author, title",,,,,,,,,,
4_098_02,,MW4PD3076_C83D14,4,98,2,173-538,183,Stages of the path,lam rim,la,549,19617,,Sangs rgyas dbon ston,P3485,1138-1210,Yar snon gyi bla ma sangs rgyas kyis mdzad paʼi lam rim ka pa,,,,,Absent,Needed later,no,,,Peri,Discard - not schol,"This text is being studied by Volker Caumans. The author is 2nd abbot of Rin chen sgang (funded 1119), nephew of founder dGyer sgom chen po (1090-1171), who was a disciple of sNe'u Zur pa (1042-1118) and Bya yul ba (1075-11138). student of sne'u zur pa ye shes 'bar. Text gives lots of info on the community of rGya dmar=Yar snon, deals with the origin of the teaching Buddha -> Jo bo -> 'Brom ston _ dgon po ba, sne'u zur pa- dGyer sgom chen po. No scholastic featuers.",,,,,,,,(none),,,,,,,,,,
4_099_01,,MW4PD3076_023765,4,99,1,7-406,201,Stages of the path,lam rim,la ,,10293,,Anonymous,,,Byang chub sems sbyong zhes bya ba pha rol tu phyin paʼi lam rim,,,,,Absent,Needed later,yes,,,Peri,Secondary,"References to a ""slob dpon"", citations from Jo bo. Worth taking a cursive look to see if contains anything relevant.",,,,,,,,(none),,,,,,,,,,Central niche with image (Buddha)
4_099_02,,MW4PD3076_52248A,4,99,2,407-448,21,Mind training,blo sbyong,ma,465,,,Anonymous,,,Theg chen blo sbyong sgom pa,,,,,,Needed later,yes,,,Peri,Discard,"Unclear whether independent work of sa bcad of another. Written after asking the Chos rje rin po che when unsure about the divisions and their order. On account of similarity with 4_099_04 (same beginning, then branches off), probably also to be discarded. Written after having asked the ""chos rje rin po che""",,,,,,,,teacher,,,,,,,,,,
4_099_03,,MW4PD3076_256898,4,99,3,449-470,11,,lo rgyus / rnam thar,ma,465,,,Dar ma skyabs (?),P3JT12624,,Sa gcod lo rgyus. Incipit: thun mong ma yin pa'i gdam ngag rin chen dpungs pa,,,,,,Needed later,,,,Peri,Important," Same manuscript, but with different cover page, printed in Dar ma skyabs. “Rin chen spungs paʼi lo rgyus (dbu med).” Bod kyi lo rgyus rnam thar phyogs bsgrigs(130), Par gzhi dang po, vol. 5, mTsho sngon mi rigs dpe skrun khang, 2010, pp. 9–30. Buddhist Digital Resource Center (BDRC), purl.bdrc.io/resource/MW1KG10687_C80A74. Author taken from BDRC record of the latter. In that collection, grouped together with biographies of Atisha. important for context: Toward the end, mentions lineage iwth ar, rgya dmar, jo btsun rje chung ba lasog spa. jo btsun transmits instruction to slob dpon lho pa, who transmits it to the author, « nga la slob dpon sangs rgyas pa ». Transkribus",,,,,,,,lineage,,,,,,,,,,
4_099_04,,MW4PD3076_ED5738,4,99,4,471-480,5,Mind training,blo sbyong,ma,475,19196?,,Anonymous,,,Blo sbyong 'khrid kyi sa bcad,,,,,,Not needed,no,TibSchol incomplete,,Discard - not schol,Discard - not schol,"Unclear whether independent work of sa bcad of another. No schol features apart from use of sa bcad technique. Colophon has same phrasing as in 4_099_02, also refereing to Chos rje rin po che",,0,,,etext markup complete (PH),,,Ref. to chos rje rin po che in incipit and colophon (person or deity?),,,,,,,N,PH,,
4_100_01,,MW4PD3076_DF3671,4,100,1,8-325,162,Stages of the path,Bodhipaṭhapradīpa,la,439?,,,Ram ston rgyal mtshan,P2JM83,,Byang chub lam gyi sgron maʼi ʼgrel pa lam mchog gsum byed.,,D3947,,Absent,,,no,,,,Secondary/discard,"Author in snar thang lineage. title=lam mchog gsal byed, author= shag kya’i dge slong dam ston bka’ gdams pa grags pa rgyal mtshan, place= dben pa’i gnas dgon gsar rin chen gdungs		. 2 miniatures on last volio",,,,,,,,title author place,,,dben pa’i gnas dgon gsar rin chen gdungs,,,,,,,Central niche with image (manuscript) + side images on p. 97 + 325. Miniature on last folio.
4_100_02,,MW4PD3076_FD32EC,4,100,2,329-443,60,Stages of the path,lam rim,la,387,18930?,,rdo rje tshul khrims,,,bKaʼ gdams gong maʼi lam rim,,,,,,Needed later,yes,,,Peri,Discard - outside scope of project,"cites jo bo, dge bshes byang chub sems dpa', pho chung pa. addition in dbu can, 2 verses (about the owner?)",,3,,,,,,"title author teacher, owner(?addition)",,,,,,,,,,
4_101_01,,MW4PD3076_735E84,4,101,1,8-439,220,Stages of the path,bstan rim,la,326,18662,,Anonymous,,,bstan rim. Cover page: bstan rim,,,"cursive, from the end of 2b onward extremely irregular",,,Needed later,yes,,,Peri,Discard - outside scope of project,"On first view outside project scope. gSung rten remark:  	It seems that the manuscript is somewhat assembled of chapters or pages written by different handy. See e.g. the major change in the writing style and line distribution on p. 8, 88, line 6, or the shift of style between p. 56 and 57.",,,,,,,,(none?),,,,,,,,,,
4_101_02,,MW4PD3076_40119A,4,101,2,441-555,59,Stages of the path,bstan rim,la,253,18520,,Anonymous,,,bstan rim. Cover page: stan rim bzhugs+ho,,,becomes irregular after 57b,,,Needed later,no,,,Peri,Discard - outside scope of project,"On first view outside of projectscope. some phrases faded, maybe in color in original. Part re-written in dbu can on f. 18a. Fol.s 28 and 29 on same folio. Mention of ""dge bshes ston pa"" and ""broM ston kyi dkyil 'khor"" on last folio. written as a memorandum. end of colophon too faded to read",,,,,,,,(illegible),,,,,,,,,,
4_102_01,,MW4PD3076_AD6D4C,4,102,1,8-477,235,Stages of the path,Bodhipaṭhapradīpa,,,,,Anonymous,,,Byang chub lam gyi sgron maʼi rgya cher ʼgrel pa,,D3947,dbu can,Absent,,convert transkribus,,,,,Peri,"Interesting remark at the end indicating reliance on words of his bla ma only, and that the work is not rang bzo nor representative of the tradition of other bla mas. Starts with phyag 'tahl to Jo bo ati sha. Ref. to Sha ra ba, pu to ba, dge bshes ston pa",,4,,,,,,title +,,,,,,,,,,"niches: side illuminations; nice miniatures on f. 1a and subsequent ones, on the side and also in the middle. Readable: po to, chu dmig"
4_103_01,,MW4PD3076_7B2C1C,4,103,1,9-285,139,,dpe chos,la,348,,,dpal ldan ye shes,,14th c?,dPe chos rin chen spungs pa la nye ba mkho baʼi gtam rgyud rin chen phreng mdzes. Colophon: dpe chos rin chen dpungs pa la nye bar 'kho ba'i gtam rgyud,,WA0NGMCP45233,,,,Not needed,no,,,,Secondary/discard,"apparently from title, commentary on Poto ba's work WA0NGMCP45233. No glosses, but some parts in smaller script (correction? Or integrated notes?). £Composed by dpal dlan yes shes, in accordance with the teaching of Bla ma rin po che ye shes, on the request of Lhag bsams rin chen ldan pa'i slob ma.(to be re-checked) On last folio, addition in smaller script in the 1st person. Presumably outside scope of project. gSung rten: phyi la 410, n. 19006",,,,,,,,author / title / teacher / requester,,,,,,,,,,
